,fullName,Articles,authors,years,Journals
1533,Reza Malekzadeh M.D,"Contents Vol. 69, 2016","Y Zhang, MS Rahmanian, A Zeinoddini, AR Radmard, H Poustchi, ...",2016,"Annals of Nutrition and Metabolism 69 (3-4), I-V, 2016"
1534,Reza Malekzadeh M.D,FENS News,"Y Zhang, MS Rahmanian, A Zeinoddini, AR Radmard, H Poustchi, ...",2016,"Annals of Nutrition and Metabolism 69 (3-4), 271-271, 2016"
1535,Reza Malekzadeh M.D,IUNS News,"Y Zhang, MS Rahmanian, A Zeinoddini, AR Radmard, H Poustchi, ...",2016,"Annals of Nutrition and Metabolism 69 (3-4), 269-270, 2016"
1536,Reza Malekzadeh M.D,Immune Response to Hepatitis B Vaccine Booster in Adolescents who Received Active Immunization at Birth,"A Katoonizadeh, A Norouzi, N Khoshbakht, M Sharafkhah, S Merat, ...",2016,"Journal of Hepatology 2 (64), S503, 2016"
1537,Reza Malekzadeh M.D,Menstrual and Reproductive Factors and Risk of Pancreatic Cancer in Women.,"A Pourshams, S Masoudi, R Malekzadeh",2015,"PANCREAS 44 (8), 1408-1408, 2015"
1538,Reza Malekzadeh M.D,Impact of Body Size and Physical Activity during Adolescence and Adult Life on Overall and Cause-specific Mortality in a Large Cohort Study from Iran.,"A Etemadi, C Abnet, F Kamangar, S Wacholder, F Islami, P Brennan, ...",2015,"International Journal of Epidemiology 44 (suppl_1), i79-i79, 2015"
1539,Reza Malekzadeh M.D,Central Obesity and Advanced Liver Stiffness in Hepatitis B: Result from Golestan Hepatitis B Cohort Study.,"ND Freedman, H Poustchi, A Mohamadkhani, G Roshandel, S Merat, ...",2015,"Archives of Iranian Medicine (AIM) 18 (9), 2015"
1540,Reza Malekzadeh M.D,A case-control study on determinants of pancreatic cancer,"A Pourshams, S Farrokhzad, SG Sepanlou, A Mohamadkhani, ...",2015,"JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY 30, 81-81, 2015"
1541,Reza Malekzadeh M.D,"Mansour Haghshenas, MD","K Vessal, F Habibzadeh, R Malekzadeh",2015,"Archives of Iranian Medicine 18 (8), 560, 2015"
1542,Reza Malekzadeh M.D,Tu1685 Diagnostic Yield of EUS-Guided FNA for Malignant Biliary Stricture: a Systematic Review and Meta-Analysis,"M Mohamadnejad, A Sadeghi, F Islami, M Biglari, A Keshtkar, ...",2015,"Gastrointestinal Endoscopy 81 (5), AB558-AB559, 2015"
1543,Reza Malekzadeh M.D,Sa1948 Multiplex Helicobacter pylori Serology and Risk of Gastric Cardia and Non-Cardia Adenocarcinomas,"R Shakeri, R Malekzadeh, D Nasrollahzadeh, F Islami, M Sotoudeh, ...",2015,"Gastroenterology 148 (4), S-364, 2015"
1544,Reza Malekzadeh M.D,Su1411 Seroclearance of Surface Ag in Genotype D Chronic Hepatitis B Infection: Results of a Large Population-Based Cohort Study,"H Poustchi, A Katoonizadeh, MR Ostovaneh, S Moossavi, S Esmaili, ...",2015,"Gastroenterology 148 (4), S-501, 2015"
1545,Reza Malekzadeh M.D,Su1406 Intrafamilial Transmission of Chronic HBV Infection: Results of a Large Population-Based Cohort Study,"H Poustchi, A Katoonizadeh, MR Ostovaneh, S Esmaili, ...",2015,"Gastroenterology 148 (4), S-500, 2015"
1546,Reza Malekzadeh M.D,Su1407 Risk Factors Associated With Chronic Hepatitis B Infection in HBsAg Positive Individuals and Their First Degree Relatives: Results of a Large Population-Based Cohort Study,"H Poustchi, A Katoonizadeh, MR Ostovaneh, M Sharafkhah, S Esmaili, ...",2015,"Gastroenterology 148 (4), S-500, 2015"
1547,Reza Malekzadeh M.D,Tu1941 Opium Use and Risk of Pancreatic Cancer: A Prospective Cohort Study,"M Mohamadnejad, A Pourshams, H Poustchi, F Islami, S Moossavi, ...",2015,"Gastroenterology 148 (4), S-941, 2015"
1548,Reza Malekzadeh M.D,Semi-automated quantification of abdominal fat in non-alcoholic fatty liver disease: a non-invasive assessment in general population,"AR Radmard, A Abrishami, MS Rahmanian, S Kooraki, APH Taheri, ...",2015,"European Congress of Radiology-ECR 2015, 2015"
1549,Reza Malekzadeh M.D,Cardiovascular Disease Mortality and Years of Life Lost Attributable to Non-optimal Systolic Blood Pressure and...,"R Newson, H Khademi, F Kamangar, R Malekzadeh",2015,"Archives of Iranian Medicine 18 (3), 144, 2015"
1550,Reza Malekzadeh M.D,Dietary intake of minerals and risk of esophageal squamous cell carcinoma: Results from the Golestan Cohort Study,"H Poustchi, F Kamangar, A Hekmatdoost, R Malekzadeh",2015,null
1551,Reza Malekzadeh M.D,Reciprocal impact of host factors and Helicobacter pylori genotypes on gastric,"S Honarmand-Jahromy, F Siavoshi, R Malekzadeh, T Nejad, SLN Sattari",2015,null
1552,Reza Malekzadeh M.D,GENDER DEPENDENT ASSOCIATION BETWEEN METABOLIC SYNDROME AND CHRONIC HEPATITIS B INFECTION,"A KATOONIZADEH, S GHOROGHI, M SHARAFKHAH, L ESLAMI, ...",2015,"GOVARESH JOURNAL 20, 12-12, 2015"
1553,Reza Malekzadeh M.D,"MR ENTEROGRAPHY IN CELIAC DISEASE: CORRELATION WITH ENDOSCOPIC, HISTOPATHOLOGIC, SEROLOGIC AND GENETIC FEATURES","AR RADMARD, TA HASHEMI, NIKE SALEHIAN, S KOLAHDOOZAN, ...",2015,"GOVARESH JOURNAL 20, 0-0, 2015"
1554,Reza Malekzadeh M.D,Tobacco Use and Associated Total and Cancer Mortality in Iran: Insights into the Impact of Tobacco Use in the Low and Middle-Income Countries,"A Etemadi, H Khademi, F Kamangar, H Poustchi, S Merat, F Islami, ...",2015,"Annals of Epidemiology 9 (25), 702, 2015"
1555,Reza Malekzadeh M.D,ASSESSMENT OF PNEUMATIC BALLOON DILATION IN PATIENTS WITH SYMPTOMATIC RELAPSE AFTER FAILED HELLER MYOTOMY: A SINGLE CENTER EXPERIENCE,"J MIKAELI, M AMANI, N FAZLOLLAHI, S SHIRANI, R MALEKZADEH",2015,"GOVARESH JOURNAL 20, 23-24, 2015"
1556,Reza Malekzadeh M.D,A POPULATION LEVEL SCREENING OF FIRST-DEGREE RELATIVES OF PATIENTS WITH COLORECTAL CANCERS IN TEHRAN,"H SALIMZADEH, A DELAVARI, M AMANI, G BARZIN, ...",2015,"GOVARESH JOURNAL 20, 25-26, 2015"
1557,Reza Malekzadeh M.D,MANOMETRIC ACHALASIA SUBTYPES; FREQUENCY AND RESPONSE TO TREATMENT IN OUR PATIENTS,"J MIKAELI, SH ASL, N FAZLOLLAHI, P KHOSRAVI, R MALEKZADEH",2015,"GOVARESH JOURNAL 20, 23-23, 2015"
1558,Reza Malekzadeh M.D,A 16-Gene Signature Associated with High Levels of Wilms Tumor-1 (WT1) Expression Is an Adverse Prognostic Factor in Acute Myeloid Leukemia,"A Niavarani, T Herold, Y Reyal, E Currie, S Horswell, A Jalali, ...",2014,"Blood 124 (21), 1021, 2014"
1559,Reza Malekzadeh M.D,Minibrain Relate Kinase/Dyrk1B Links Skeletal Muscle Glycolytic Metabolism with Insulin Resistance and Causes Metabolic Syndrome,"M Fathzadeh, AR Keramati, G Go, R Singh, K Sarajzadeh, ...",2014,"Circulation 130 (suppl_2), A20140-A20140, 2014"
1560,Reza Malekzadeh M.D,"Incidence of Hepatitis B virus Surface Antigen (HBsAg) Mutations in Naïve Treated of Chronic Carriers from Tehran Metropolis, Iran","H Keyvani, F Ramezani, SM Jazayeri, F Bokharaei-Salim, SM Alavian, ...",2014,"مجله ویروس شناسی ایران 8 (2), 26-35, 2014‎"
1561,Reza Malekzadeh M.D,Serum inflammatory biomarkers predict esophageal and lung cancer risk two years prior to diagnosis in a prospective cohort,"BR Keeley, F Islami, A Pourshams, H Poustchi, JS Pak, P Brennan, ...",2014,"Cancer Research 74 (19_Supplement), 890-890, 2014"
1562,Reza Malekzadeh M.D,Gastroenterology and Hepatology Research,"M Norouzi, F Ramezani, A Khedive, H Karimzadeh, SM Alavian, ...",2014,"Journal of GHR 3 (9), 1238-1243, 2014"
1563,Reza Malekzadeh M.D,INTERACTION BETWEEN H-PYLORI VACA ALLELES AND AGE OR GENDER OF PATIENTS IN DEVELOPMENT OF CLINICAL OUTCOMES,"SH Jahromy, F Siavoshi, R Malekzadeh, SL Navid",2014,"HELICOBACTER 19, 100-100, 2014"
1564,Reza Malekzadeh M.D,HELICOBACTER PYLORI VACA AND CAGA GENOTYPES AND THEIR CORRELATION WITH GASTRITIS AND PEPTIC ULCERS IN IRANIAN PATIENTS,"SH Jahromy, F Siavoshi, R Malekzadeh, SL Navid",2014,"HELICOBACTER 19, 99-99, 2014"
1565,Reza Malekzadeh M.D,Characterization of stemness properties of colonospheres in colon adenocarcinoma patients,"S Khorrami, AZ Hosseini, SJ Mowla, R Malekzadeh",2014,"Govaresh 19 (3), 167-174, 2014"
1566,Reza Malekzadeh M.D,A Comparative Study on Effects of Different Salinities on the Reproduction rates of two parthenogenetic species of Artemia (Gaav Khooni wetlands of Isfahan and ponds around the …,"H Aalamifar, N Agh, R Malekzadeh, M Aalinezhad",2014,"International Journal of Aquatic Biology 2 (2), 91-98, 2014"
1567,Reza Malekzadeh M.D,Dyspepsia Guileline,"R Malekzadeh, M Saberi-firoozi",2014,"GOVARESH 19 (1), 40-49, 2014"
1568,Reza Malekzadeh M.D,"Tu1864 Gastroesophageal Reflux Disease and Overall and Cause-Specific Mortality-A Prospective Study of 50,000 Individuals","F Islami, A Pourshams, S Nasseri-Moghaddam, H Khademi, H Poustchi, ...",2014,"Gastroenterology 146 (5), S-859, 2014"
1569,Reza Malekzadeh M.D,"Opium, an Oncogene or a Marker of Oncogenic Behaviors? Response","MM Malekzadeh, H Khademi, R Malekzadeh, F Kamangar",2014,"AMERICAN JOURNAL OF GASTROENTEROLOGY 109 (4), 600-601, 2014"
1570,Reza Malekzadeh M.D,Response to Lankarani,"MM Malekzadeh, H Khademi, R Malekzadeh, F Kamangar",2014,"Official journal of the American College of Gastroenterology| ACG 109 (4 …, 2014"
1571,Reza Malekzadeh M.D,Photoclinic Diagnosis: Leiomyoma,"M Mohamadnejad, M Sotoudeh, R Malekzadeh",2014,"ARCHIVES OF IRANIAN MEDICINE 17 (3), 215-216, 2014"
1572,Reza Malekzadeh M.D,Photoclinic [Arch. Iran. Med. 2014; 17 (3): 215-216],"M Mohamadnejad, M Sotoudeh, R Malekzadeh",2014,"Archives of Iranian Medicine 17 (3), 215-216, 2014"
1573,Reza Malekzadeh M.D,Impact of body size and physical activity during adolescence and adult life on overall and cause-specific mortality in a...,"F Kamangar, H Khademi, H Poustchi, R Malekzadeh",2014,null
1574,Reza Malekzadeh M.D,A Form of the Metabolic Syndrome Associated with Mutations in DYRK1B,"R Malekzadeh, AR Keramati, M Fathzadeh, GW Go, R Singh, S Faramarzi, ...",2014,"NEW ENGLAND JOURNAL OF MEDICINE, 2014"
1575,Reza Malekzadeh M.D,Hepatitis B virus surface protein mutations clustered mainly in CTL immune epitopes in chronic carriers; results of an Iranian nationwide study,"SM Jazayeri, A Khedive, M Norouzi, F Ramezani, H Karimzadeh, ...",2014,null
1576,Reza Malekzadeh M.D,ORAL: INTAKE OF ZINC AND RISK OF ESOPHAGEAL SQUAMOUS CELL CARCINOMA; A PROSPECTIVE OBSERVATIONAL STUDY,"M HASHEMIAN, A HEKMATDOOST, H POUTSCHI, R MALEKZADEH",2014,"AEROSPACE MECHANICS JOURNAL 1 (1), 45-45, 2014"
1577,Reza Malekzadeh M.D,"INCIDENCE OF HEPATITIS B VIRUS SURFACE ANTIGEN (HBSAG) MUTATIONS IN TREATMENT-NAIVE CHRONIC CARRIERS FROM TEHRAN METROPOLIS, IRAN","F RAMEZANI, SM JAZAYERI, SH MONAVARI, SF BOKHARAEI, ...",2014,"IRANIAN JOURNAL OF VIROLOGY 8 (23), 26-35, 2014"
1578,Reza Malekzadeh M.D,Sa1315 Long Term Immune Response 10-18 Years After Active Neonatal Hepatitis B Immunization: Results of a Big Population Based Study in Iran,"A Katoonizadeh, MR Ostovaneh, S Esmaili, A Shayanrad, H Poustchi, ...",2014,"Gastroenterology 5 (146), S-260-S-261, 2014"
1579,Reza Malekzadeh M.D,P426 INTRAPORTAL INFUSION OF BONE MARROW MONONUCLEAR OR CD133+ CELLS IN PATIENTS WITH DECOMPENSATED CIRRHOSIS: A DOUBLE-BLIND RANDOMIZED PLACEBO-CONTROLLED CLINICAL TRIAL,"M Vosough, N Aghdami, H Baharvand, R Malekzadeh, ...",2014,"Journal of Hepatology 1 (60), S210, 2014"
1580,Reza Malekzadeh M.D,A segregation analysis of familial achalasia in Iranian population,"R Malekzadeh, M Amini, J Mikaeli, N Fazlollahi, B Alizadeh",2013,"Gastro 2013 APDW/WCOG Shanghai, Asian Pacific Digestive Week 2013: World …, 2013"
1581,Reza Malekzadeh M.D,Intestine-Absorption/Secretion/Sensing Celiac disease in cryptogenic hypertransaminasemia,"B Shahbazkhani, N Aletaha, R Malekzadeh",2013,"JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY 28, 377-378, 2013"
1582,Reza Malekzadeh M.D,"Symptoms, response to treatment and frequency of achalasia subtypes by high resolution manometry","J Mikaeli, HA Soleimani, P Khosravi, N Fazlollahi, R Sotoudehmanesh, ...",2013,"JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY 28, 78-79, 2013"
1583,Reza Malekzadeh M.D,Hookah and opium: two risk factors of gastric cancer and its precancerous lesions-a cohort study,"R Malekzadeh, A Sadjadi, M Derakhshan, A Yazdanbod, M Boreiri, ...",2013,"JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY 28, 83-83, 2013"
1584,Reza Malekzadeh M.D,Liver cirrhosis as the most common cause of hopital mortality in a large referral gastroenterology center in Iran,"M Firoozi, S Abedian, H Soleimani, R Malekzadeh",2013,"JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY 28, 616-616, 2013"
1585,Reza Malekzadeh M.D,Pancreatic cysts: report of 68 patients in an Iranian population,"B Shahbazkhani, A Shafaroodi, SA Mirbagheri, H Foroutan, ...",2013,"JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY 28, 451-451, 2013"
1586,Reza Malekzadeh M.D,Response to treatment in achalasia patients with normal versus abnormal timed barium esophagram,"J Mikaeli, AH Kazemi, N Fazlollahi, S Shirani, M Khatibian, ...",2013,"JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY 28, 78-78, 2013"
1587,Reza Malekzadeh M.D,"Esophageal, Gastric and Duodenal Disorders","R Malekzadeh, M Amini, J Mikaeli, N Fazlollahi, B Alizadeh",2013,"JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY 28, 291-291, 2013"
1588,Reza Malekzadeh M.D,Serum ghrelin as a potential biomarker of upper gastrointestinal cancers and atrophic gastritis,"R Malekzadeh, A Sadjadi, A Yazdanbod, YY Lee, B Alizadeh, G De Bock, ...",2013,"JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY 28, 82-82, 2013"
1589,Reza Malekzadeh M.D,"Partial replacement of fish oil by soybean oil on growth performance, survival and fatty acid metabolism in Persian Sturgeon (Acipenser persicus) fingerlings","E Hossein Najdegerami, N Agh, A Aghazadeh, R Malekzadeh",2013,"Journal of Animal Environment 5 (2), 31-41, 2013"
1590,Reza Malekzadeh M.D,ASSESSMENT OF LIVER FIBROSIS IN PATIENTS WITH B-THALASSEMIA MAJOR UNDERGOING HEMATOPOIETIC STEM CELL TRANSPLANTATION USING TRANSIENT ELASTOGRAPHY,"A Hamidieh, H Poustchi, B Shazad, M Behfar, S Tayebi, M Ostovaneh, ...",2013,"HAEMATOLOGICA 98, 380-380, 2013"
1591,Reza Malekzadeh M.D,"Cell-Based Regenerative Therapy As An Alternative to Liver Transplantation for End-Stage Liver Disease, Experience from Iran.",R Malekzadeh,2013,"Cell Journal (Yakhteh) 15, 2013"
1592,Reza Malekzadeh M.D,Marked Increase in the Incidence Rate of Esophageal Adenocarcinoma in a High-risk Area for Esophageal...,"G Roshandel, R Shakeri, S Merat, R Malekzadeh",2013,"Archives of Iranian Medicine 16 (6), 320, 2013"
1593,Reza Malekzadeh M.D,Mo1550 Utility of EUS for Diagnosing Stone in Gallbladder Remnant or Cystic Duct Stump After Cholecystectomy: a Prospective Study,"M Mohamadnejad, SJ Hashemi, F Zamani, R Sotoudehmanesh, ...",2013,"Gastrointestinal Endoscopy 77 (5), AB422-AB423, 2013"
1594,Reza Malekzadeh M.D,Abstract P108: Associations between Anthropometric Indices and the Prevalence of Heart Disease in Iran: The Golestan Cohort Study,"V Garg, R Vedanthan, F Islami, A Pourshams, H Poutschi, H Khademi, ...",2013,"Circulation 127 (suppl_12), AP108-AP108, 2013"
1595,Reza Malekzadeh M.D,Randomized placebo-controlled trial of mesenchymal stem cell transplantation in decompensated cirrhosis,"S Akhlaghpoor, M Bashtar, G Ardeshir, R Malekzadeh",2013,null
1596,Reza Malekzadeh M.D,Neuropsychiatric and psychosocial issues of patients with hepatitis C infection a selective,"A Modabbernia, H Poustchi, R Malekzadeh",2013,null
1597,Reza Malekzadeh M.D,Transient Elastography in HCV-Infected patients with Beta-Thalassemia For,"H Poustchi, MR Ostovaneh, A Modabbernia, R Malekzadeh",2013,null
1598,Reza Malekzadeh M.D,The epidemiology of metabolic syndrome in Iran: the need to reconsider the definitions,"H Poustchi, F Zamani, A Ansari-Moghaddam, M Ostovaneh, ...",2013,"Journal of Gastroenterology and Hepatology 28, 463-463, 2013"
1599,Reza Malekzadeh M.D,Association of obesity and nonalcoholic fatty liver disease according to BMI and waist to hip ratio,"H Poustchi, M Ostovaneh, A Ansari-Moghaddam, M Sharafkhah, ...",2013,"Journal of Gastroenterology and Hepatology 28, 405-405, 2013"
1600,Reza Malekzadeh M.D,Mo1119 Opium Use and Risk of Mortality From Digestive Diseases-A Prospective Cohort Study,"M Malekzadeh, H Khademi, F Kamangar, A Pourshams, A Etemadi, ...",2013,"Gastroenterology 5 (144), S-583, 2013"
1601,Reza Malekzadeh M.D,Tu1912 Serum Ghrelin Level and Risk of Upper Gastrointestinal Adenocarcinoma and Squamous Cell Carcinoma,"A Sadjadi, MH Derakhshan, F Samadi, V Fyfe, M Babaei, A Yazdanbod, ...",2013,"Gastroenterology 5 (144), S-879, 2013"
1602,Reza Malekzadeh M.D,Mo1127 Opium: An Emerging Risk Factor for Gastric Adenocarcinoma,"A Etemadi, R Shakeri, D Nasrollahzadeh, M Sotoudeh, F Islami, P Boffetta, ...",2013,"Gastroenterology 5 (144), S-585, 2013"
1603,Reza Malekzadeh M.D,Epidermal growth factor receptor (EGFR) mutations and expression in squamous cell carcinoma of the esophagus in central Asia,"P Hainaut, R Malekzadeh, F Saidi, M Mounawar, S Villar, ...",2012,null
1604,Reza Malekzadeh M.D,Prospective Randomized Placebo-Controlled Trial of Bone Marrow Mesenchymal Stem Cell Transplantation in Decompensated Cirrhosis: 482,"M Mohamadnejad, K Alimoghaddam, M Bagheri, M Ashrafi, ...",2012,"Official journal of the American College of Gastroenterology| ACG 107, S200, 2012"
1605,Reza Malekzadeh M.D,AMPLIFICATION OF 16S RRNA GENE OF HELICOBACTER PYLORI FROM VAGINAL YEASTS OF UBT POSITIVE WOMEN,"F Siavoshi, A Taghikhani, R Malekzadeh, A Jamal, S Sadeghi, Z Bolandi, ...",2012,"HELICOBACTER 17, 89-89, 2012"
1606,Reza Malekzadeh M.D,IN VITRO ANTIMICROBIAL ACTIVITY OF RIFABUTIN AGAINST METRONIDAZOLE-RESISTANT HELICOBACTER PYLORI ISOLATES,"F Siavoshi, Z Bolandi, R Malekzadeh, S Eyvazi, S Honarmand",2012,"HELICOBACTER 17, 107-107, 2012"
1607,Reza Malekzadeh M.D,Genotype variation in H. pylori isolates from Iranian patients by RAPD-PCR,"F Siavoshi, M Shokouhfard, R Malekzadeh, N DinparastJadid, ...",2012,"Govaresh 9 (1), 11-17, 2012"
1608,Reza Malekzadeh M.D,ASSESSMENT OF LIVER FIBROSIS WITH FIBROSCAN IN THALASSEMIA MAJOR POTENTIAL CANDIDATES FOR HEMATOPOIETIC STEM CELL TRANSPLANTATION,"A Hamidieh, H Poustchi, B Shazad, M Jalili, M Behfar, A Jalali, ...",2012,"HAEMATOLOGICA 97, 719-719, 2012"
1609,Reza Malekzadeh M.D,ASSOCIATION BETWEEN MEAT AND FISH CONSUMPTION AND COOKING METHOD AND ESOPHAGEAL SQUAMOUS CELL CARCINOMA.,"A Golozar, A Etemadi, A Fazeltabar, F Kamangar, F Islami, P Taylor, ...",2012,"AMERICAN JOURNAL OF EPIDEMIOLOGY 175, S103-S103, 2012"
1610,Reza Malekzadeh M.D,Helicobacter pylori Infection and Development of Gastric Cancer a 10-Year Follow-up Population-Based Study in a High Incidence Area,"A Sadjadi, BZ Alizadeh, M Babaei, MH Derakhshan, E Ahmadi, A Etemadi, ...",2012,"Gastroenterology 142 (5), S630-S630, 2012"
1611,Reza Malekzadeh M.D,Genetic determinants of PAH-DNA adduct level and nucleotide excision repair among non-smokers in a high risk area for esophageal squamous cell carcinoma,"A Etemadi, F Islami, FJ van Schooten, DH Phillips, R Godschalk, ...",2012,"Cancer Research 72 (8_Supplement), 2646-2646, 2012"
1612,Reza Malekzadeh M.D,Value of transient elastography (FibroScan) in assessment of liver fibrosis in patients with Beta-thalassaemia major considered as candidates for haematopoietic stem cell …,"AA Hamidieh, H Poustchi, B Shazad, A Hamdi, M Jalili, M Behfar, ...",2012,"BONE MARROW TRANSPLANTATION 47, S394-S395, 2012"
1613,Reza Malekzadeh M.D,Sa1539 Role of Endoscopic Ultrasonography in Dilated CBD States Without Definitive Cause by Other Imaging Modalities,"R Malekzadeh, R Sotoudehmanesh, N Nejati, M Farsinejad, ...",2012,"Gastrointestinal Endoscopy 75 (4), AB195, 2012"
1614,Reza Malekzadeh M.D,Prevalence of Chronic Kidney Disease and its Associated Risk Factors: The First Report from Iran Using Both...,"R Shakeri, B Broumand, B Larijani, R Malekzadeh",2012,"Archives of Iranian Medicine 15 (2), 70, 2012"
1615,Reza Malekzadeh M.D,Assessment of Liver Fibrosis by Diagnostic Value of Transient Elastography (Fibroscan) in the in Patients with β-Thalassemia Major Considered as Candidates for Hematopoietic …,"AA Hamidieh, H Poustchi, B Shazad, M Jalili, A Hamdi, M Behfar, A Jalali, ...",2012,"Biology of Blood and Marrow Transplantation 18 (2), S330-S331, 2012"
1616,Reza Malekzadeh M.D,A comparative risk assessment of burden of disease and,"C Bryan-Hancock, W Hall, R Malekzadeh, R Martin",2012,"Lancet 380, 2224-60, 2012"
1617,Reza Malekzadeh M.D,Clinical Features and Long Term Outcome of 102 Treated Autoimmune Hepatitis Patients,"H Vahedi, S Merat, S Nasseri-Moghaddam, R Malekzadeh",2012,null
1618,Reza Malekzadeh M.D,Some of the authors of this publication are also working on these related projects,"AA Sohrabpour, M Mohamadnejad, R Malekzadeh",2012,null
1619,Reza Malekzadeh M.D,"Application of stem cells in Gastroenterology and Hepatology, 6th January 2011; In Memory of Dr. Saeid Kazemi Ashtiani, A...","H Baharvand, R Malekzadeh",2012,"Acta Medica Iranica 50 (2), 79-96, 2012"
1620,Reza Malekzadeh M.D,The Prevalence of Hepatitis B Virus Surface Antigen (HBsAg) Variations and Correlation with the Clinical and Serologic...,"M Ziaee, R Malekzadeh, SM Alavian, SM Jazayeri",2012,"Acta Medica Iranica 50 (4), 265-272, 2012"
1621,Reza Malekzadeh M.D,"DOWN-REGULATION OF THE GENES INVOLVED IN REPROGRAMMING (OCT4, SOX2, P21, ESC-SPECIFIC MICRORNA MIR-302 AND MIR-145) IN GASTRIC ADENOCARCINOMA REVEALS NEW INSIGHT INTO GASTRIC …","M KHALILI, M SADEGHIZADEH, MK ALI, R MALEKZADEH, M VASEI, ...",2012,"CELL JOURNAL (YAKHTEH) 14 (1), 52-52, 2012"
1622,Reza Malekzadeh M.D,"MIR-302B, AN ESC-SPECIFIC MICRORNA, IS DOWN-REGULATED IN GASTRIC ADENOCARCINOMA","M KHALILI, M SADEGHIZADEH, MK ALI, R MALEKZADEH, M VASEI, ...",2012,"CELL JOURNAL (YAKHTEH) 14 (1), 52-53, 2012"
1623,Reza Malekzadeh M.D,OBITUARY: IN MEMORY OF PROFESSOR ALI MOHAMMAD HANDJANI (1925-2012),"R Malekzadeh, MH Azizi",2012,"ARCHIVES OF IRANIAN MEDICINE 15 (11), 733-734, 2012"
1624,Reza Malekzadeh M.D,Mo1054 Peptic Ulcer Disease (PUD) May Increase the Chance of Non-Response to GERD Treatment: Parsi Cohort Follow-up,"S Nasseri-Moghaddam, H Nokhbeh-Zaeem, F Farzadfar, H Razjouyan, ...",2012,"Gastroenterology 5 (142), S-583, 2012"
1625,Reza Malekzadeh M.D,Mo1909 Transient Elastography in Beta Thalassemic Subjects Infected With HCV: an Acceptable Alternative to Liver Biopsy,"F Zamani, SM Esalmi, MR Ostovaneh, A Modabbernia, FS Saeedian, ...",2012,"Gastroenterology 5 (142), S-996, 2012"
1626,Reza Malekzadeh M.D,Mo1899 Hepatocellular Carcinoma Among the Golestan Cohort Study Participants Infected With Hepatitis B Virus: A Population-Based Study,"H Poustchi, S Moossavi, B Abaei, H Khademi, M Bagheri, R Malekzadeh",2012,"Gastroenterology 5 (142), S-994, 2012"
1627,Reza Malekzadeh M.D,HBV Surface Ag mutations in chronic carriers are rare in Baloochstan provinces of Iran: a community with a low rate of HBV-related cirrhosis and HCC,"A Ghaziasadi, M Ziai, M Norouzi, R Malekzadeh, SM Alavian, M Judaki, ...",2011,"Iranian Journal of Virology 5 (2), 25-35, 2011"
1628,Reza Malekzadeh M.D,"Application of stem cells in Gastroenterology and Hepatology, 6th January 2011; In Memory of Dr. Saeid Kazemi Ashtiani, A Great Scientist Who Passed Away Too Soon But Left A Legacy",SK Ashtiani,2011,"Archives of Iranian Medicine 14 (3), 225, 2011"
1629,Reza Malekzadeh M.D,The Impact of Intravenous Drug Use on Spontaneous Hepatitis C Clearance. Experience From a Large Cohort Population Study,"H Poustchi, S Esmaili, A Mohammadkhani, A Nikmahzar, S Merat, ...",2011,"Gastroenterology-Orlando 140 (1), S, 2011"
1630,Reza Malekzadeh M.D,Cavernous hemangioma of the liver,"A Golozar, A Ghassabian, A Taheri, R Malekzadeh",2011,"Eur J Gastroenterol Hepatol 23 (4), 354-358, 2011"
1631,Reza Malekzadeh M.D,Case 1-2011: a 26 year-old man with right lower limb edema and liver mass,"R Taslimi, R Malekzadeh, M Rahmani, FA Ardalan",2011,"Middle East Journal of Digestive Diseases 3 (1), 62, 2011"
1632,Reza Malekzadeh M.D,Mutations in Fanconi anemia genes and the risk of esophageal cancer,"R Malekzadeh, A Yazdanbod, R Shakeri, A Pourshams",2011,null
1633,Reza Malekzadeh M.D,Assessment of NAFLD cases and its correlation to BMI and Metabolic syndrome in Healthy Blood Donors in Kerman,"S Lahsaee, AR Ghazizade, M Yazdanpanah, A Enhesari, R Malekzadeh, ...",2011,"Govaresh 16 (2), 144, 2011"
1634,Reza Malekzadeh M.D,"Treatment of Chronic Hepatitis C Infection: Updated Recom-mendations from the Scientific Leaders’ Meeting Held on July 28, 2011, in Tehran, IR Iran","SM Alavian, KB Lankarani, SH Aalaei-Andabili, A Pouryasin, NE Daryani, ...",2011,null
1635,Reza Malekzadeh M.D,EVALUATION OF CLINICAL TRIALS OF STEM CELL THERAPY FOR LIVER DISEASES IN IRAN,R MALEKZADEH,2011,"ARCHIVES OF IRANIAN MEDICINE 14 (3), 226-226, 2011"
